b_id,BusinessID,Name,City,State,Stars,Latitude,Longitude
24216,rGHW5iUfPaB9dVN7iuapWA,100���,Las Vegas,NV,4,36.1265084,-115.2182851
24217,V4QeWvNpS9NIBXjS5U4sRQ,Ed's Easy Diner,Edinburgh,EDH,2.5,55.93321787,-3.106724041
24218,k2YB3Rqgfts6DejObh6VKg,Kneaders Bakery Cafe,Avondale,AZ,3,33.46547674,-112.2773278
24219,BS8x7cpostNkZPSVhtABoQ,Hazelnuts Creperie,Charlotte,NC,4.5,35.2277591,-80.8381993
24220,GfbLQKV_dpvfA37KfGNVfA,Quesada Burritos and Tacos,Kitchener,ON,2,43.43837609,-80.51010136
24221,c28zcdBp82B9Vli3WXn8zA,Bonefish Grill,Phoenix,AZ,3,33.60239484,-111.9780978
24222,Rn7l6kmHk4cPA83uUGliNQ,Rotana,Phoenix,AZ,3.5,33.638127,-112.062578
24223,_O4NL-cs-Tx1Bb0TTjr5oA,Ty's Wings & Tings,Charlotte,NC,4,35.2345297,-80.7376363
24224,G8s0-ENvqfioowbQnU67MA,Don Tortaco,Las Vegas,NV,3,36.05338873,-115.2424458
24225,36zX--0fcP3bBxtx92V7TA,Quickee Burgers,Las Vegas,NV,2.5,36.0284419,-115.1178336
24226,c4LTsw1Psgr84ezlMtwhzw,Los Toritos Express,Las Vegas,NV,5,36.159948,-115.0477408
24227,rQ9yxCQJ-okmuMZHLinoSA,Super Oscars,Phoenix,AZ,3,33.47976081,-111.9958332
24228,buH0L-1AP1s2JU1iOcHHaQ,Curry Zen,Las Vegas,NV,4,36.04547243,-115.2440396
24229,JfnlY2fWBUDCLvt2CzL58w,Taqueria La Korita,Phoenix,AZ,4.5,33.495705,-112.116673
24230,fknZYItBuIScBroHGPkIvg,Hempful Farms Cafe and Shop,Phoenix,AZ,4,33.61898158,-112.0312633
24231,wvo7PaN8qrq8ZeiFJq4ptQ,Sid's Cafe,Las Vegas,NV,2,36.13546042,-115.1521461
24232,7Roc0bY_5pTu7O-XUhjCKg,Thai Kitchen,Mesa,AZ,4,33.3947882,-111.5997393
24233,cR_Ax0B5zi-mXjcChs2huw,Restaurant de Wang Ji,Verdun,QC,4,45.4604006,-73.5672162
24234,9cuRKVFit28XH8MhELRwpw,Miss Saigon88,Pittsburgh,PA,3,40.45124743,-79.95148413
24235,ywuzR4oJn6wEnty3DPIImw,Une Nuit �� Bangkok,Montr̩al,QC,4.5,45.57094766,-73.56751307
24236,oHAaNWWZHAi95bCND1O_hQ,Stufrageous Stuffed Burgers,Mesa,AZ,4.5,33.3935046,-111.8540733
24237,bvplQMAVmrKWZ72AznBmlw,Big Guy's Pizza & Pasta,Pittsburgh,PA,3.5,40.395527,-79.987329
24238,_OXr_eA576nwnU-dFsEfvA,The Mad Batter Caf̩ & Bakery,Henderson,NV,4,36.013102,-114.962135
24239,tQE90HfSD2_zzc9REODB_A,VanDijk Fish Co,Waterloo,ON,2.5,43.4723301,-80.5333899
24240,AvcGHFz4EY5VY2StiB2BMw,Yunnan Tasty Garden,Las Vegas,NV,3.5,36.1256933,-115.2112778
24241,pFSugbWWU1zrR0cLWnci0g,Tokyo Cafe,North Las Vegas,NV,4.5,36.2395558,-115.1147678
24242,kS1i2S5OTPH0r1RpEdNNkQ,Cabin Whiskey & Grill,Peoria,AZ,3.5,33.5520698,-112.2718835
24243,lJ9xELhI5EBhrlDTC-U2ew,Oki Sushi,Madison,WI,4.5,43.0851583,-89.27907217
24244,Vt8f-r5YSSCF-kx6Z8i3Ow,26th Street Market and Cafe,Pittsburgh,PA,3,40.4549226,-79.9787773
24245,l6eAS1A0w1FOQZ8bhiraOQ,WingNutz,Las Vegas,NV,3.5,36.2771448,-115.2071911
24246,lwM1bditFeA2DF_-Z9Sxxw,Sodaeng,Edinburgh,EDH,4,55.9417495,-3.184008
24247,kULGonuHzvjRA4434kFr5g,Neighborhood Cafe,Charlotte,NC,4,35.240149,-80.85902
24248,ZpajCPkZDCuTlfo4KcnwzA,Hef's Bar & Grill,Charlotte,NC,3,35.1415904,-80.7332996
24249,kWohPSrFpuwhlr8eTqhlWQ,Hot N Juicy Crawfish,Glendale,AZ,3,33.53429657,-112.2616065
24250,Ip4jRgQ38LdH_mxJ0dRgoQ,JJ's Grubb Shack N Liquor,Laveen Village,AZ,4,33.3923879,-112.153297
24251,jHKDvvi4ATV_4mpz3HRrBA,Carvalho's Brazilian Kitchen,Scottsdale,AZ,4.5,33.699768,-111.9231803
24252,c6JE_KX6XQ5u9JKuCggBww,Palais d'Ajit,Verdun,QC,4.5,45.4574113,-73.5719914
24253,GnKF_5cApsoiCUKuuUK2iQ,Hinnawi Bros Bagel & Caf̩,Montr̩al,QC,4,45.49654448,-73.57917278
24254,Xc8QYWMnGd0KkkJw4CL8-A,White Castle,Las Vegas,NV,3,36.12081673,-115.172051
24255,GXEnB2g6PLukTi5Pw5xiBQ,Mr. Bigg's,Scottsdale,AZ,3.5,33.498724,-111.922841
24256,aEERZ6-c-9ct5XlwCLAL4A,El Viejo Taquito,Chandler,AZ,4.5,33.30586443,-111.8286157
24257,gOUUtd_vqfLUKbRGyf6K8w,Caf̩ 51,Phoenix,AZ,4,33.35114961,-111.9733728
24258,DAtq-oX4tWNb19qvMZC3RA,Bill's Bar & Burger,Pittsburgh,PA,3,40.4442087,-79.9946687
24259,hw6Ctu-mG4sq_b8A1QREyQ,Caf̩ M,Montr̩al,QC,4,45.5153401,-73.574725
24260,OOsoeJIwsfHyC8sFmJSPpA,The Commoner,Pittsburgh,PA,3.5,40.44167556,-79.99620559
24261,oGIM59fzVVKLMA5tRSBDZA,Raja Fine Indian Cuisine,Kitchener,ON,3.5,43.454122,-80.518611
24262,reZAxjJk3eij37sYyWuhRQ,Cold Beers & Cheeseburgers,Chandler,AZ,3.5,33.2763306,-111.8758509
24263,_XdXoDwJNSbx09v8wlynFA,Nolana Pizzeria,Montr̩al,QC,4,45.500565,-73.5583553
24264,g9f81sIwEk_-8u-8Dbu5cA,Crave Waffle Sandwich Creations,Glendale,AZ,3.5,33.53481016,-112.2606233
24265,c4p8vHsz44a-mnmIZgzIhQ,Snack Bar,Las Vegas,NV,5,36.10791838,-115.1364018
24266,BZ-ZnnkdWqXHxbdPUCOA9A,Thai St Cafe,Las Vegas,NV,4,36.1327744,-115.1728258
24267,YEX-dbDK5fyRZFkArS8adA,Chandhra Thai Restaurant,Phoenix,AZ,3.5,33.641201,-112.0067284
24268,o3ljI0O6uFgsvTT4QM_LLw,Original Ray's Pizza,Munhall,PA,2.5,40.38794702,-79.9130233
24269,9m_otZMr6O2FZAFCqGBuHQ,Coco Loco,Montr̩al,QC,3.5,45.4929942,-73.5564327
24270,UXfBNKjOqKTW8S1Vz2vuQw,Smashburger,Phoenix,AZ,4,33.43550942,-111.9979068
24271,tLVszu-8hZH08bqF4mQmjw,Panini Bread & Grill,Glendale,AZ,4.5,33.6396672,-112.1350315
24272,C7pxayTvq-JwnModz-6lxQ,Second Breakfast,Pittsburgh,PA,4,40.453845,-79.980478
24273,ovIBsFKQP7-OdWa8Sb7gGA,Circolo Woodfired,Pittsburgh,PA,3.5,40.4282768,-79.9761227
24274,sWiOgawdLBoTaRA2BZ__dw,Fresh To Order,Pineville,NC,4.5,35.08213683,-80.87727908
24275,nNwBb6wx7ebUyweRY8scpw,Paradise Biryani Pointe,Charlotte,NC,2,35.316376,-80.7400066
24276,AMwjKeVkCVhMgS3Bu-U0nQ,Andale Fresh Food,Las Vegas,NV,4.5,36.0415486,-115.1215536
24277,j5xVyBcPdzfV4-akxiG7Bw,Cha Cha Laca,Edinburgh,EDH,2.5,55.9540307,-3.1971025
24278,wPbmF-Zlxq2jppgrRNE_Gg,Northside Caf̩ and Chinese Kitchen,Las Vegas,NV,3.5,36.1423259,-115.1561477
24279,W2ffOROJjpbzo7zIDA3gng,Bistro 160 Cafe & Catering,Fort Mill,SC,3,35.0312586,-80.9673616
24280,_lqPP1XZcI32DtI6pzWywA,Bistro a la Mode,Mesa,AZ,4.5,33.47053045,-111.7423886
24281,qaMhyu3Ictmuclw61vIXhg,Forum Food Court,Las Vegas,NV,4.5,36.1161559,-115.1750576
24282,rCYZVs80XD9GA1ttTLnWDw,Tony's Slice House,Henderson,NV,3,36.02126172,-115.0892218
24283,tSObxv4wRa99nEDaB8Xisw,Milk Tea House,Champaign,IL,3.5,40.110554,-88.232373
24284,5yUFjReO99POREItTt5xww,Creole Cajun Bistro,Chandler,AZ,3.5,33.23250462,-111.7901702
24285,dpKzQfFxRQL-fhfeSFpj_Q,Ciao Gourmet Market,Charlotte,NC,2.5,35.22073608,-80.94100895
24286,mMTH3CGc_-Mv0N2KiOjaUA,Tao Restaurant,Montr̩al,QC,1.5,45.4789255,-73.6194093
24287,StxLkqrDw472GkpqjkJlrA,Sesame Garden,Pittsburgh,PA,4.5,40.43052065,-80.00752361
24288,nTPnejWVdbNkXRaPCJVDAQ,Senti,Pittsburgh,PA,3.5,40.46421688,-79.96638473
24289,JYEvj2s_bYSwab3smv53Jw,Subway,Las Vegas,NV,4,36.08692056,-115.2255934
24290,sMfOZm_UfYgkH_QERIZSqw,The Riparian Rooms,Edinburgh,MLN,4,55.9592944,-3.190312
24291,yvvV_fFWYXnxqcExOrlg1A,Filibertos,Chandler,AZ,2.5,33.3065538,-111.8601938
24292,5XrHuFfKpF3UD1ofDXTiEA,Tomo Sushi,Las Vegas,NV,4.5,36.09910591,-115.1143609
24293,pSwMBDM197pskvzgxPVdrw,Zo��s Kitchen,Charlotte,NC,4,35.33627414,-80.75565188
24294,plyInkCSjZ23Wmu3I_LqVQ,Classic Crust Pizza,Phoenix,AZ,4,33.5968424,-112.0352947
24295,J6NbQAjai7bClF9RMjKfHQ,McDonald's,Charlotte,NC,1.5,35.1626672,-80.9695778
24296,d6JW1GWWoQLluVGciWBliw,Five Guys,Edinburgh,EDH,3.5,55.93498651,-3.105442625
24297,h_48SqcYzap66pSI66inMQ,Primeburger,Las Vegas,NV,4,36.1220839,-115.1680316
24298,Xgu3YOJu_Jw_CUuYNYpi9w,Trattoria Reggiano,Las Vegas,NV,4,36.148739,-115.332717
24299,KakYrB96g8C-__3XdBNJCA,Bonanno's New York Pizzeria,Las Vegas,NV,3.5,36.14891218,-115.3329096
24300,ro4Y_MqR6YE6ejFr0XGC6w,Izakaya Kabocha,Montr̩al,QC,4,45.5142802,-73.5731067
24301,MXqfsPJezsouqsgvA7QEgw,Table 89,Las Vegas,NV,3,36.2914365,-115.2870159
24302,#NAME?,Bourbon Jacks,Phoenix,AZ,3.5,33.6555234,-111.9268148
24303,nKR4R9H1QshsYHboAcekFw,Babbo Italian Eatery,Queen Creek,AZ,4,33.26547297,-111.684277
24304,rKKKwK521j5TdtyG4JOi4Q,Asian Fusion Kitchen,Las Vegas,NV,4.5,36.0553391,-115.2259983
24305,TmomCeIbJMlTxxRpR-lowg,Desserts ETC,Montr̩al,QC,4.5,45.4931792,-73.5802839
24306,VzUep0dKU0nO0zjmgsUeIw,Myles Teddywedgers,Madison,WI,4,43.0747181,-89.3862131
24307,lQwxl7ZFC24P9-fp2ewCSg,Denny's,Las Vegas,NV,2.5,36.120832,-115.171846
24308,7jhRbx9Wg6P3Q22Avv3GVQ,Infusion Coffee & Tea,Tempe,AZ,4.5,33.4193665,-111.9167136
24309,vMdt9Sq61343N3cWTWqtwA,Pho Bamboo,Mesa,AZ,3,33.413244,-111.8735797
24310,MjD2P15ki9Y8EyjfSA7hFw,Famous Johnny B's Pizzeria,Litchfield Park,AZ,4,33.4948735,-112.3390531
24311,Y5C0R1qxUAeIYr1uxOaS5A,Lazy Dog Restaurant & Bar,Las Vegas,NV,4,36.15283146,-115.3338668
24312,pbm3TVNay7j2X7rI8vprAQ,Tiger Yakitori,Charlotte,NC,4,35.22719207,-80.84278338
24313,5pN98a558uuqDecws5eZtg,Restaurant Le Leman,Montr̩al,QC,4,45.5023299,-73.5680289
24314,jlSjeXeS7EQ0jdisawimLw,Familia Loritos,Phoenix,AZ,4.5,33.523529,-112.113544
24315,bi09mHAMWmb6RIhqP2p1BA,Smoq Pitt,Pittsburgh,PA,3.5,40.3951787,-80.0225039
24316,pH118PUOYBqVugJH9ASF5g,The District,Scottsdale,AZ,4,33.501281,-111.9229426
24317,dF-U_SjR-ncgMAXZl9sXOw,Jjanga Steak & Sushi,Las Vegas,NV,4,36.0765586,-115.2986392
24318,etGak8aEXrJ_o84Teb0WVA,Indigo Crow Restaurant & Bar,Cave Creek,AZ,4,33.8296784,-111.9289621
24319,y_VmQBDl2psGRP2LTjjXvA,Turkish Kebab House,Pittsburgh,PA,4,40.4381171,-79.9222802
24320,CladCH56hba5YwhFZAxe9A,Casa Don Juan  - Summerlin,Las Vegas,NV,4,36.19143581,-115.2597831
24321,Kl2q2-2QAlQXDdtHGQKaAw,Tokyo Grill & Buffet,Charlotte,NC,3.5,35.2973802,-80.7473433
24322,9rWhmfZOOQC99tTOiWsUfA,The Nest,Glendale,AZ,3.5,33.51138119,-112.2641302
24323,9BYjRObEdfyvkH-9j1RR9w,Modern Grove,Mesa,AZ,3.5,33.4374883,-111.7886145
24324,jDdZdMcJ4f55gp0wc2inxA,Gio's Pizza,Anthem,AZ,4.5,33.870512,-112.15036
24325,xQzx2JtlGbeKoQvGgYZ9gg,Nancy's East End Diner,Pittsburgh,PA,4.5,40.4421759,-79.8862475
24326,5SnPpsS2ArtZAij7o4WuRw,Jolly Bar Ethiopian Restaurant,Las Vegas,NV,3,36.1152814,-115.2269521
24327,Ip690pBp8hcabVyYvtzZQA,Tacos Mi Ranchito,Phoenix,AZ,2.5,33.4720551,-112.2370041
24328,gxPc11FH1TBn19altJ7Fuw,Caf̩ Tranquilo,Phoenix,AZ,3.5,33.491112,-112.0791977
24329,JhH4P9pOcVpqQRtpQvCPWQ,Asian Wok,Las Vegas,NV,4,36.28149012,-115.2676381
24330,ZUqKoIZabexGWNUXEZP9wQ,Las Mkt,Las Vegas,NV,2.5,36.08044,-115.146097
24331,YvjOCkWxckLzdTlr4bl7Rw,Z-Best BBQ,Pittsburgh,PA,4.5,40.438672,-79.98757
24332,P2TsHg3yQU2N-fNVHv2gkg,Bull Dawgs,Pittsburgh,PA,4,40.453845,-79.980478
24333,#NAME?,Thai Touch Kitchen,Pittsburgh,PA,4.5,40.3813236,-80.0440054
24334,2LBDXMZOsSe0Z0p6Ut1RDw,Tacos El Tapatio,North Las Vegas,NV,5,36.2623651,-115.1714144
24335,OfBBUUWZtO1HgWc4BWlCyg,City Square Deli & Grill,Phoenix,AZ,5,33.691636,-112.099173
24336,D_nsCT4rNwsCqH7UGQpxQg,Popeyes,Tempe,AZ,3,33.34878986,-111.9642137
24337,snEM2cSKyYtdfWdc7v1M6A,Sumi Dojo,Montr̩al,QC,3,45.5131729,-73.5706393
24338,lIdAVO8-xX4So3AV6rBVNw,Jet's Pizza,Pittsburgh,PA,3.5,40.398488,-80.0443246
24339,XL2vnK5Hg5yZjl-v27KybQ,Pieology Pizzeria,Avondale,AZ,4,33.46377209,-112.2729832
24340,u06aj0p-kG0FP9Vj-hxYug,Freshbox Grayhawk,Scottsdale,AZ,4.5,33.6762908,-111.9253129
24341,wYTC8ekzH1L0pLwOcM7j0w,Asian Star Buffet,Mesa,AZ,3,33.3934084,-111.7014499
24342,jjXfxQshm1hT6cPsAPENKA,Le p̩trin fou,Montr̩al,QC,4.5,45.5320222,-73.5754179
24343,ovzX0I9b5LXYpRjU1E0qTA,Madison Sourdough Patisserie,Madison,WI,4.5,43.0801098,-89.3693944
24344,gpUFY11DQvIc7dwXXBtsTA,Daily Kitchen,Henderson,NV,4,36.0051261,-115.1127293
24345,_nj0BjUy1Ko6_OKEOJdmUQ,Le Cochon Cach̩ Porchetta,Montr̩al,QC,4.5,45.5405544,-73.6269585
24346,p6vPy83-3Ouw62b0PD6rQQ,Mac's Kitchen,Las Vegas,NV,2,36.1147452,-115.1084176
24347,0WkA-i33LYolDZsVjSBavw,Chez Milo & Fine,Montr̩al,QC,4,45.5383232,-73.6012787
24348,Cn6n_P0Vakktygvsaa3KJw,Blimpie America's Sub Shop,Charlotte,NC,3.5,35.303872,-80.749548
24349,Hs0X8-bfh5GnEHOySNIvJQ,The Commoner Corner,Pittsburgh,PA,4,40.4418087,-79.9964699
24350,k4pJ6iykpFVonw1Lzqq0_Q,Green Lotus Vegetarian,Mesa,AZ,4,33.413244,-111.8735797
24351,93vg4tu7-jPagkPsFQIANg,The Yacht Club,Phoenix,AZ,4,33.4946209,-111.98983
24352,mepBKrpUU2RGIeoGQjehrA,Pho Vietnam Grille Express,Las Vegas,NV,4.5,36.1271903,-115.2800102
24353,sVL-5l8F75EDfwJxGTg4ug,Smoke BBQ Taqueria,Pittsburgh,PA,3.5,40.4699503,-79.9610783
24354,QJr5xWYO5As9iqjooJHxkg,Truffles N Bacon Cafe,Las Vegas,NV,4,36.0279118,-115.1158569
24355,dXAl4rNZPSD87JJuEA1asA,KFC,Charlotte,NC,1.5,35.2961,-80.7553
24356,C7DWFbnw0-skplmXPDdqlw,Thirsty Lion Gastropub & Bar,Scottsdale,AZ,4,33.503476,-111.9276
24357,1u7efaCGEjHA6ClM9VjYBw,America's Taco Shop,Phoenix,AZ,2.5,33.4352284,-111.9978273
24358,1fq7wZgwjG528cDpunvFZQ,Brooklyn's Restaurant,Henderson,NV,3,36.10204066,-114.9302161
24359,N41ovsQWpiaNEUs7R8wRKg,Firehouse Subs,Phoenix,AZ,3,33.6755703,-111.9634219
24360,44yADeRf32Kt3O9jmzKXvA,Firehouse Subs,Cave Creek,AZ,2.5,33.7955732,-111.9658905
24361,ou8euSD3SfjF2Az9PT7ezQ,Bouch̩e du Boucher,Laval,QC,4.5,45.5944152,-73.6629786
24362,Lld79-rJT-N1AJARv9aazA,3 Amigos,Laval,QC,2.5,45.55848764,-73.74428317
24363,Kt0d9DMi1qNIZjN5A64-Ag,Hardee's Red Burrito,Fort Mill,SC,2.5,35.0613307,-80.9635178
24364,mpDGLmXDbwzDSspgGjNSUQ,3 Amigos,Boisbriand,QC,2,45.6285661,-73.84888439
24365,5Lpmxig_qPyXkWMNLrtVtg,Hippi Poutine,Montr̩al,QC,3,45.51749794,-73.56881913
24366,tLARpaBj2Ko1MxFyCHrRiA,Kneaders Bakery and Cafe - Tempe,Tempe,AZ,3,33.3493122,-111.9011072
24367,gTOIkb0lLa9bBOUxrhS6hA,Cousins Maine Lobster - Las Vegas,Las Vegas,NV,3.5,36.149751,-115.0762536
24368,370ufbOwLh5HEwtHiE5e6A,Haza,Las Vegas,NV,4.5,36.1272961,-115.225012
24369,wYT34MQMvjXU_j62UiyFtQ,Hot Pot Lab,Champaign,IL,3.5,40.110518,-88.237281
24370,cZ1uZkJ2eFlGuYqiIydRjQ,Flour & Grounds,Henderson,NV,4,36.05700598,-115.0566596
24371,eS2EI4IXyqQMboD7AlK1Wg,Hash House A Go Go,Henderson,NV,3,36.05944707,-115.0468479
24372,77SnW9r7HesUvXQR0bgiLg,Lo-Lo's Chicken and Waffles,Gilbert,AZ,3,33.3563411,-111.7898532
24373,r32I8BU6x7Y4c_wcx3SMBw,Starbucks,Edinburgh,EDH,4,55.94925464,-3.210070096
24374,5Yz_wS2tF_DrBQ9UMWeb4w,Marisa's Mexican Seafood Cocina,Phoenix,AZ,4.5,33.52390028,-112.1492448
24375,DJADYrZwVUuB-genLIJi1g,Tutti Frutti,Montr̩al,QC,3,45.5054437,-73.5561089
24376,k8ysDgFIHdmPqd-K33y4gg,Piedmont Social House,Charlotte,NC,3.5,35.137552,-80.933611
24377,8o5TAmBeZiTOOJVoJ-vdkg,Bistro Merlot,Kirkland,QC,4.5,45.4564677,-73.8625322
24378,d3nJkPIB1cdRoq4fzJ9CFQ,Domino's Pizza,Scottsdale,AZ,2.5,33.4805337,-111.9349845
24379,Y1wRkGfv3o_5icgVoXd9_g,FrinGo's Kitchen,Chandler,AZ,4.5,33.3375314,-111.8596545
24380,JxqtmneayPXU0nSHxC5YOw,Mr Mamas,Las Vegas,NV,4.5,36.0865254,-115.2262491
24381,l1vT7sa7Rbzi4R0U21VnXw,Com Ga Hai Nam,Mesa,AZ,4.5,33.3890778,-111.8599327
24382,yOpKODeyfVYj3rCDQP3VuA,Milk Bar,Phoenix,AZ,3.5,33.456756,-112.069608
24383,fREkmfcmiusbDkXDKRit3g,Mashawi Grill,Champaign,IL,4.5,40.110041,-88.2296889
24384,y5L1AEfncjbh1BX2hKRBzA,T&J Gyro and Burger,Phoenix,AZ,5,33.6559721,-112.13388
24385,o-DN3PPfs_tuDvGs67Wj_w,Local Eats,Gilbert,AZ,4.5,33.2351099,-111.7206235
24386,#NAME?,Social Bistro & Wine Bar,Las Vegas,NV,3.5,36.1672799,-115.2862703
24387,rmMssDMCWopIaLWq7ZCm2Q,Beta Bites,Pittsburgh,PA,4,40.4400241,-79.9532523
24388,cpF5C1nGFToAMYUdszSZgw,Damas Restaurant,Outremont,QC,4.5,45.5225641,-73.6132118
24389,YseVd3JX2z6g5FLj8vNYEA,Wild Ocean Seafood Market & Grille,Scottsdale,AZ,3,33.700868,-111.888933
24390,EmRvrgzxfY5RG9sJ-z8Bmg,Tropical Smoothie Cafe,Gilbert,AZ,3.5,33.3785539,-111.8117613
24391,VcubksW4ME1pI67behQqkQ,Mezbaan Indian Cuisine,Pittsburgh,PA,2.5,40.4376677,-80.0004885
24392,b8JgIFxDXgzKAkgx8WcGig,V Deep,Edinburgh,EDH,2.5,55.9720264,-3.172967
24393,LrShurvy90ouZSnLx-a91w,Popeyes,Las Vegas,NV,2.5,36.1031891,-115.1727648
24394,eixmo00M4t9DcbrOXoLWNw,Soderberg,Edinburgh,EDH,4.5,55.94381717,-3.19349016
24395,hOgRm57WFD_6fA5ZeiCiWg,Jorge's Chicken and Waffles,Tempe,AZ,3.5,33.4152426,-111.9196665
24396,oQFOFDa4YYZDZ7tN3ILlyQ,PKWY Tavern,Las Vegas,NV,3,36.11580764,-115.3062742
24397,bWh8AvckcvbeHuQqfTMKAg,Counter Intuitive,Scottsdale,AZ,4.5,33.49923844,-111.9274679
24398,vVzO6Mnz5geG-Od_SqLDZw,Downtown Chandler Caf̩ and Bakery,Chandler,AZ,4.5,33.3029704,-111.8423419
24399,6Ela-jlBHDohrredgr3D0w,Studio AM,Homestead,PA,4.5,40.40753143,-79.91002483
24400,WMB51oduHYlQfUu9MaxwgA,Yogis Grill,Litchfield Park,AZ,3.5,33.50903661,-112.34146
24401,#NAME?,Pizza Republic,North Las Vegas,NV,4,36.224249,-115.099077
24402,w5yzD0Gf2YEc5gAA0vvH3w,Vegan Meals by Mindy,Las Vegas,NV,5,36.14440811,-115.3264705
24403,jcug62C50ZtzDK7ABI4ivg,Cousins Maine Lobster - Phoenix,Phoenix,AZ,3.5,33.4476587,-112.1345677
24404,Gs31I9A-IeW3bH4PRoD9Gg,Gio's Cafe,Pittsburgh,PA,4,40.44291333,-80.00455396
24405,nCtz4E0DBKpvT7QMR_-0Lw,"MOOYAH Burgers, Fries & Shakes",Matthews,NC,3.5,35.1281898,-80.7022409
24406,EFhvk3OYWsMVS1R5df231w,Good Donuts,Maricopa,AZ,4.5,33.0695511,-112.0473881
24407,MGg0DUxVxkVSBiPB42l0vA,Farmer Boys,Las Vegas,NV,3,36.1588115,-115.2072854
24408,FAH90CSaxPNnMObq5qTl-A,Duckworth's Grill & Taphouse,Charlotte,NC,3.5,35.228985,-80.839671
24409,K9ANxXrqLT9og35blpRTeg,Persis Biryani Indian Grill,Charlotte,NC,2,35.22533,-80.8461559
24410,k2e4tM6Dm6lpPGy5q2Z_lg,Le Petit Croissant,Madison,WI,4,43.03836015,-89.45190292
24411,fdg37Qo1FarghZVBJaIh8Q,Kale & Clover,Scottsdale,AZ,4,33.67204741,-111.9050601
24412,rPH94boFn2vEpZeVZ_jXnw,Little Tony's,Las Vegas,NV,4,36.1431918,-115.1750346
24413,eOez_0zPIQMi4sGeoT7Uxg,Tups Specialty Sandwiches,Las Vegas,NV,4.5,36.041104,-115.1208125
24414,TbOl2ySPs8O4ctQN6OwzNw,Cacique Grill,Montr̩al,QC,4,45.52009294,-73.58644389
24415,57OvuRJNh9XiaMYXYkmCLg,Sushi Station,Phoenix,AZ,3.5,33.50904135,-112.048303
24416,jJEHazRezWFJXP8yi7iV-A,Ciros Tacos,Phoenix,AZ,3.5,33.46585642,-111.9893514
24417,k1uRlK0PkCAJzoYQulbw0Q,Fish In the Spotlight,Las Vegas,NV,5,36.1431984,-115.2263798
24418,zuv-q8weE5_IOogRD8yxuQ,RockSalt - Charlotte,Charlotte,NC,3,35.172816,-80.846867
24419,D7q3s4sX1Ty0P9TFxnWX6Q,Se̱or Pollo Restaurant,Las Vegas,NV,3.5,36.114652,-115.216013
24420,zJyvOekrI4Z6bajVp5Etlg,Sidestreet Pho and Grill,Las Vegas,NV,4.5,36.1300289,-115.2777727
24421,Bk-9MVX2YzGKWUttTI9EgA,Press Italian Street Food,Phoenix,AZ,3.5,33.4660406,-112.0118669
24422,PAYlglmDhHzzEOzmfiZMuA,Anise Tapas & Grill,Las Vegas,NV,4,36.133449,-115.278489
24423,D8EGBSw3aQsxf5YE3qEiMA,Twisted Grove Parlor + Bar,Scottsdale,AZ,4.5,33.5560021,-111.899047
24424,q9LPE05EoNbTc2h4vv-F-Q,Kodimoto Bar a Sushi & Resto,Montr̩al,QC,4.5,45.4985678,-73.6482631
24425,vqzq_lkm5lR3ZIfsz3qZSw,Seasoned Dreams,Montr̩al,QC,4.5,45.4659384,-73.5845406
24426,UzW6RR0eSbequ6jAo6vA8w,Sligh House,Edinburgh,EDH,4,55.9479711,-3.1917906
24427,KT_mYBDHsplf3NrMrjlkrQ,Boulangerie Miss Manitts Bakery,Beaconsfield,QC,5,45.4196682,-73.8801134
24428,UFxW6456E2PRt6UadgY7rg,Pomo Pizzeria - Glendale,Glendale,AZ,4,33.6627388,-112.1875918
24429,KVaOkOsugRaW95t9CjUhSA,Canaletto Ristorante Veneto,Las Vegas,NV,3.5,36.1218632,-115.1696491
24430,232-KhQxcHSTVXFu-Lhuxg,Nekter Juice Bar,Las Vegas,NV,4,36.14903664,-115.3335092
24431,G7eU_sJGWGeY_8_q1FehGQ,Happy Joe's Pizza,Gilbert,AZ,3.5,33.3349204,-111.7837833
24432,w_0qUfVIr4cc2QSu-Ki9sw,Dim Sum Sushi,Edinburgh,EDH,4.5,55.9383357,-3.2306878
24433,DptFOTAiKfGZJIFxmShwPw,HEXX kitchen + bar,Las Vegas,NV,3.5,36.11289,-115.171282
24434,sseF4cNYvdAF1Zb4UVyjRA,Tacos Los Toritos,Las Vegas,NV,4,36.1739975,-115.1184849
24435,gPZ4G-jze3HovJxKcM9Iiw,Vertigo,Boisbriand,QC,3.5,45.62812,-73.847895
24436,XeNkjZn6Uv8SeYOXKNqAEw,Other Mama,Las Vegas,NV,4.5,36.12291303,-115.279937
24437,VjEW4niQixpx9HB953Jruw,Zhao Hot Pot Shanxi Gourmet Las Vegas,Las Vegas,NV,4,36.1277185,-115.2240628
24438,ABPF7d-sn0_zA8OmHcfAHA,Cafe Central,Montr̩al,QC,4.5,45.451144,-73.592862
24439,Rc8jrRucbfv_b2hVVSkOHQ,The Broken Yolk Cafe,Mesa,AZ,3.5,33.3939166,-111.7872721
24440,won2dGaiBEH48fMyZKczUA,Noci Cafe,Scottsdale,AZ,4.5,33.57419868,-111.9046358
24441,kdPxX4mVjaaDNJaG3ROeMA,J Karaoke Bar,Las Vegas,NV,5,36.1263711,-115.1917692
24442,MAA2X0e8t-J59AADJfL4cw,Panda Express,Mesa,AZ,2,33.3938299,-111.8041894
24443,J9Ql2xq1qfXGmu7bk2eTvA,Pinto,Edinburgh,EDH,3.5,55.9500375,-3.2086042
